date,campaign_id,campaign_name,channel,funnel_stage,spend,impressions,clicks,conversions,new_customers,revenue,gross_profit
2025-02-20,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1441.09,52814,1853,135.9,120.6,10257.45,5641.6
2025-02-21,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1252.2,48763,1913,147.2,126.8,13090.03,7199.52
2025-02-22,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1017.9,44037,1487,78.5,74.2,7263.14,3994.72
2025-02-23,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1217.86,48043,1974,157.3,139.4,13825.65,7604.11
2025-02-24,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,981.3,40455,1194,68.5,56.4,5624.84,3093.66
2025-02-25,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1246.0,51578,2209,171.0,139.9,16380.7,9009.39
2025-02-26,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1155.92,47200,1844,110.8,89.6,8886.51,4887.58
2025-02-27,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1080.4,49649,1670,116.2,91.1,9433.53,5188.44
2025-02-28,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,986.97,44874,1998,142.6,112.8,13183.79,7251.08
2025-03-01,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,943.35,41243,1524,119.4,100.9,10086.99,5547.84
2025-03-02,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,960.2,36083,1248,82.5,67.1,6786.66,3732.66
2025-03-03,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1049.27,44925,1423,99.9,78.2,9265.36,5095.95
2025-03-04,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1461.11,64071,2235,197.1,149.8,19262.86,10594.57
2025-03-05,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1105.71,38992,1782,158.9,123.8,14150.58,7782.82
2025-03-06,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1159.58,48613,1531,108.9,91.4,9737.78,5355.78
2025-03-07,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,974.34,40792,1814,128.6,106.9,9898.56,5444.21
2025-03-08,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,927.38,41847,1384,111.1,90.9,9091.17,5000.14
2025-03-09,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1152.26,46552,1604,131.7,111.6,11132.1,6122.66
2025-03-10,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1087.41,46083,1644,138.8,130.0,12954.66,7125.07
2025-03-11,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1019.69,42051,1401,97.5,76.0,8344.59,4589.53
2025-03-12,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1314.08,57252,1988,148.5,114.6,14659.78,8062.88
2025-03-13,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1102.57,51146,1978,174.9,141.6,16179.53,8898.74
2025-03-14,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1040.99,40304,1613,145.6,121.9,13515.91,7433.75
2025-03-15,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1027.51,41125,1537,107.1,84.9,9019.26,4960.59
2025-03-16,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1057.22,44448,1668,109.9,99.7,10505.93,5778.26
2025-03-17,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1076.25,43868,1566,126.2,105.7,9843.34,5413.84
2025-03-18,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1375.4,68562,2082,175.5,146.7,15325.03,8428.77
2025-03-19,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1233.49,47786,1746,154.6,125.5,13198.46,7259.15
2025-03-20,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1189.98,48242,2004,139.0,119.2,11180.7,6149.38
2025-03-21,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1223.37,50645,1436,109.3,84.8,9313.57,5122.46
2025-03-22,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,917.27,35675,1164,102.8,84.8,10110.17,5560.59
2025-03-23,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1235.29,48744,1744,150.7,129.7,13264.7,7295.59
2025-03-24,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1257.94,52052,1776,165.0,135.3,13384.26,7361.35
2025-03-25,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1200.14,52297,1998,150.0,118.9,13225.02,7273.76
2025-03-26,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1295.22,49803,1930,140.0,117.0,13444.75,7394.61
2025-03-27,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1337.39,55795,2446,199.5,160.6,18506.67,10178.67
2025-03-28,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1008.05,39842,1444,108.1,80.1,9397.87,5168.83
2025-03-29,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,894.16,36263,1121,82.3,67.4,7298.3,4014.06
2025-03-30,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1212.65,52537,1690,125.8,110.3,10531.88,5792.54
2025-03-31,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1166.09,51913,1804,133.2,110.5,12644.0,6954.2
2025-04-01,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1334.58,52839,1733,105.4,82.7,8733.9,4803.65
2025-04-02,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1140.2,44978,1638,116.0,91.7,10307.23,5668.98
2025-04-03,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1181.01,50193,1704,115.1,90.1,10326.41,5679.53
2025-04-04,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1347.49,53392,1885,143.7,114.8,12812.78,7047.03
2025-04-05,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1250.54,49554,1702,143.9,115.6,12198.91,6709.4
2025-04-06,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1190.74,49124,1876,130.0,118.2,11613.21,6387.26
2025-04-07,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1233.98,52276,1987,117.0,95.3,10244.23,5634.33
2025-04-08,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1148.08,42040,1638,107.2,86.0,9264.11,5095.26
2025-04-09,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1087.04,46413,1490,92.3,76.8,8208.16,4514.49
2025-04-10,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1108.45,44622,1490,100.7,87.6,8232.49,4527.87
2025-04-11,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1149.59,50388,1741,128.1,97.6,9983.49,5490.92
2025-04-12,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1063.33,43229,1511,97.6,80.4,7397.27,4068.5
2025-04-13,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1191.06,45576,1546,100.9,78.1,8064.82,4435.65
2025-04-14,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1097.58,45700,1735,124.8,97.4,10392.23,5715.73
2025-04-15,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1220.38,52240,1566,120.5,96.4,10037.43,5520.59
2025-04-16,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1314.43,58268,2163,163.4,134.9,15675.4,8621.47
2025-04-17,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1059.14,43868,1798,124.3,102.3,10252.7,5638.99
2025-04-18,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1317.25,57507,1840,133.5,111.4,11977.21,6587.47
2025-04-19,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1260.22,52185,1992,125.5,103.4,9348.63,5141.75
2025-04-20,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,916.02,36680,1428,80.8,68.6,6991.14,3845.13
2025-04-21,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1078.15,42496,1447,123.1,96.9,10313.12,5672.22
2025-04-22,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1440.01,56430,2261,182.7,144.6,14248.82,7836.85
2025-04-23,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1271.92,56641,2196,167.6,131.6,14576.27,8016.95
2025-04-24,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1171.59,44834,1763,112.1,103.0,9915.74,5453.66
2025-04-25,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1065.16,46558,1971,140.7,108.6,12708.18,6989.5
2025-04-26,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1116.94,45182,1517,114.2,94.3,9303.49,5116.92
2025-04-27,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1000.02,39820,1472,101.2,87.9,9360.88,5148.48
2025-04-28,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1145.97,48929,1910,135.9,117.3,11508.32,6329.58
2025-04-29,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1441.01,63488,2077,113.8,98.2,9517.83,5234.81
2025-04-30,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1392.88,53367,1705,103.3,83.2,9327.73,5130.25
2025-05-01,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1114.16,48566,1572,107.6,91.3,9420.39,5181.21
2025-05-02,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1333.08,62046,2067,161.4,133.7,15675.8,8621.69
2025-05-03,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1015.94,44970,1514,129.0,101.8,11070.34,6088.69
2025-05-04,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1068.81,45389,1650,157.3,131.3,13071.04,7189.07
2025-05-05,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1165.25,45229,1802,154.9,123.4,13041.12,7172.62
2025-05-06,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1256.08,52381,1727,139.2,103.1,11884.61,6536.54
2025-05-07,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1259.01,51606,1910,128.6,108.6,11179.13,6148.52
2025-05-08,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1369.51,52570,1701,134.3,105.0,11874.22,6530.82
2025-05-09,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1038.86,46053,1908,141.1,109.6,13332.62,7332.94
2025-05-10,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,997.18,44448,1602,137.5,117.6,12720.35,6996.19
2025-05-11,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1103.2,47077,1731,134.8,116.2,11446.47,6295.56
2025-05-12,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1341.27,55531,2185,164.9,133.5,16727.32,9200.03
2025-05-13,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1254.34,48409,1634,120.6,110.1,10765.45,5921.0
2025-05-14,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1274.02,49988,1858,151.3,135.8,12681.02,6974.56
2025-05-15,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1048.02,44468,1460,111.0,89.8,8300.1,4565.06
2025-05-16,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1284.38,55279,1913,127.4,112.5,11425.34,6283.94
2025-05-17,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1206.73,54720,1880,155.3,125.8,13604.08,7482.25
2025-05-18,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1228.67,51191,2037,157.1,127.8,13558.59,7457.23
2025-05-19,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1314.57,51911,1786,135.3,107.9,11809.95,6495.47
2025-05-20,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1155.06,54276,2202,175.4,143.5,17997.55,9898.65
2025-05-21,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1083.36,44906,1661,130.5,114.8,11464.91,6305.7
2025-05-22,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1182.71,46739,1791,123.4,110.8,10611.22,5836.17
2025-05-23,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1100.58,48472,1954,133.1,107.3,10626.18,5844.4
2025-05-24,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1231.14,50986,1779,126.5,101.8,10565.99,5811.29
2025-05-25,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1091.39,49805,1507,113.4,91.1,10333.57,5683.46
2025-05-26,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1287.05,53158,1743,142.3,117.3,12382.13,6810.17
2025-05-27,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1029.12,42251,1323,106.9,88.9,9306.8,5118.74
2025-05-28,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1116.88,50067,1634,115.1,101.9,11183.53,6150.94
2025-05-29,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1439.7,55885,1900,137.6,104.3,12139.48,6676.71
2025-05-30,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1082.23,41934,1639,116.6,95.3,10723.67,5898.02
2025-05-31,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,903.73,36902,1334,93.5,83.7,8613.82,4737.6
2025-06-01,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1204.78,50212,1928,137.5,123.6,13320.71,7326.39
2025-06-02,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,974.29,40379,1295,90.3,74.6,9602.38,5281.31
2025-06-03,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1024.62,37654,1276,87.7,67.6,7266.85,3996.77
2025-06-04,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1198.32,50964,1808,112.5,95.9,9529.6,5241.28
2025-06-05,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1179.41,45238,1517,110.1,83.3,9643.09,5303.7
2025-06-06,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1268.4,51667,1901,115.6,101.2,10986.37,6042.5
2025-06-07,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1008.42,37818,1239,92.9,83.0,8347.23,4590.98
2025-06-08,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,920.29,36972,1309,89.0,74.5,7036.22,3869.92
2025-06-09,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1194.11,53864,1749,103.8,86.7,8728.45,4800.65
2025-06-10,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1069.61,46783,1708,110.7,100.9,9839.69,5411.83
2025-06-11,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1111.26,46584,1527,96.2,80.4,8146.18,4480.4
2025-06-12,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1461.38,67304,2618,192.9,162.4,17559.87,9657.93
2025-06-13,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1200.88,49978,2126,131.5,106.4,10504.39,5777.41
2025-06-14,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1189.38,51123,2097,133.5,109.5,11452.7,6298.98
2025-06-15,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1154.69,44798,1622,92.7,76.5,8172.25,4494.74
2025-06-16,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,970.32,38051,1209,99.2,76.0,9731.4,5352.27
2025-06-17,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1275.99,52017,1687,127.4,113.9,10497.77,5773.77
2025-06-18,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1314.27,58328,2164,179.8,143.3,16430.04,9036.52
2025-06-19,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1338.95,63266,2133,116.3,94.8,10134.12,5573.76
2025-06-20,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1097.92,44826,1612,116.3,103.2,10190.12,5604.57
2025-06-21,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1157.27,49742,1744,119.5,98.1,9861.89,5424.04
2025-06-22,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1165.99,44707,1788,133.8,109.2,11159.04,6137.47
2025-06-23,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1313.9,56321,2168,151.7,130.7,12838.77,7061.32
2025-06-24,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1082.13,41039,1583,109.3,87.8,10430.52,5736.78
2025-06-25,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1173.12,41280,1491,87.7,75.8,9184.87,5051.68
2025-06-26,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1057.74,44270,1558,109.7,92.9,10567.23,5811.98
2025-06-27,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1065.91,48805,1616,113.0,98.1,10448.67,5746.77
2025-06-28,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1159.78,46331,1600,108.2,94.0,8701.68,4785.93
2025-06-29,C002,Google Shopping - Best Sellers,Google Shopping,Conversion,1237.09,53467,2024,144.2,127.6,13130.51,7221.78
2025-01-01,C003,Facebook Retargeting,Facebook,Retargeting,908.97,52235,1841,90.9,60.1,7321.05,4099.79
2025-01-02,C003,Facebook Retargeting,Facebook,Retargeting,733.08,38425,974,47.5,28.4,4028.08,2255.72
2025-01-03,C003,Facebook Retargeting,Facebook,Retargeting,965.93,58476,1798,88.7,53.1,6886.42,3856.4
2025-01-04,C003,Facebook Retargeting,Facebook,Retargeting,765.5,41161,1236,61.4,35.5,4943.37,2768.29
2025-01-05,C003,Facebook Retargeting,Facebook,Retargeting,905.74,50804,1803,97.1,59.3,7105.78,3979.24
2025-01-06,C003,Facebook Retargeting,Facebook,Retargeting,776.47,38985,1249,58.5,36.4,4594.37,2572.85
2025-01-07,C003,Facebook Retargeting,Facebook,Retargeting,728.77,44040,1242,60.7,36.2,5295.88,2965.69
2025-01-08,C003,Facebook Retargeting,Facebook,Retargeting,939.18,48747,1291,56.7,36.0,5568.42,3118.31
2025-01-09,C003,Facebook Retargeting,Facebook,Retargeting,908.7,53449,1640,74.3,45.5,5996.57,3358.08
2025-01-10,C003,Facebook Retargeting,Facebook,Retargeting,757.6,47258,1194,62.8,39.6,4942.94,2768.05
2025-01-11,C003,Facebook Retargeting,Facebook,Retargeting,844.1,49430,1503,79.3,50.9,5641.48,3159.23
2025-01-12,C003,Facebook Retargeting,Facebook,Retargeting,725.45,46207,1514,84.8,49.0,6895.21,3861.32
2025-01-13,C003,Facebook Retargeting,Facebook,Retargeting,868.65,46588,1525,71.2,43.9,5107.66,2860.29
2025-01-14,C003,Facebook Retargeting,Facebook,Retargeting,809.94,45240,1274,60.0,40.9,4518.78,2530.51
2025-01-15,C003,Facebook Retargeting,Facebook,Retargeting,983.63,52057,1740,128.2,80.8,9994.59,5596.97
2025-01-16,C003,Facebook Retargeting,Facebook,Retargeting,801.01,47437,1311,76.7,51.1,6321.56,3540.07
2025-01-17,C003,Facebook Retargeting,Facebook,Retargeting,950.62,55242,1906,86.8,57.1,6934.77,3883.47
